GEOID,INDUSTRY_CODE,SOURCE_NAICS,ESTABLISHMENTS,EMPLOYMENT,EMPLOYMENT_NOISE_FLAG,FIRST_QUARTER_PAYROLL_THOUSANDS,FIRST_QUARTER_PAYROLL_NOISE_FLAG,ANNUAL_PAYROLL_THOUSANDS,ANNUAL_PAYROLL_NOISE_FLAG
34009,48,48----,40,240,J,4639,J,22963,H
34009,51,51----,27,189,G,2427,G,10533,G
34009,52,52----,113,1094,H,23651,H,89667,H
34009,53,53----,229,813,G,9693,G,48742,G
34009,54,54----,212,1081,G,17590,G,77361,G
34009,55,55----,3,25,J,378,H,1929,H
34009,56,56----,223,1259,G,10818,G,60783,G
34009,61,61----,24,123,H,509,G,2419,G
34009,62,62----,229,4024,G,54010,G,235518,G
34009,71,71----,149,1015,G,8042,G,66517,G
34009,72,72----,890,6028,G,38297,G,337204,G
34009,81,81----,398,1699,H,13069,G,63704,G
34009,99,99----,5,2,G,8,G,155,G
34011,TOTAL,------,2826,47846,G,607355,G,2557340,G
34011,11,11----,14,294,G,2523,H,12894,H
34011,21,21----,8,138,J,2940,J,11334,J
34011,22,22----,6,92,J,3855,H,13837,H
34011,23,23----,286,2440,G,44503,G,223808,G
34011,31,31----,155,8163,G,122680,G,501857,G
34011,42,42----,161,4781,H,66499,H,278093,H
34011,44,44----,467,7340,G,60432,G,245032,G
34011,48,48----,103,2970,H,32002,H,134273,H
34011,51,51----,27,395,G,7322,G,29484,G
34011,52,52----,83,799,H,15356,H,60285,H
34011,53,53----,97,466,H,5561,G,21951,G
34011,54,54----,175,1681,G,19278,G,76521,G
34011,55,55----,9,76,J,1834,H,8390,H
34011,56,56----,127,1537,G,13452,G,62543,G
34011,61,61----,32,1071,G,9854,H,37776,H
34011,62,62----,429,9926,G,165909,H,696849,H
34011,71,71----,40,447,G,3473,H,15296,H
34011,72,72----,250,3613,G,18276,G,77070,G
34011,81,81----,352,1610,G,11573,G,49831,G
34011,99,99----,5,7,G,33,J,216,G
34013,TOTAL,------,19392,295575,G,6023585,G,22340098,G
34013,11,11----,3,7,J,70,J,358,J
34013,22,22----,24,2514,J,137057,J,391542,J
34013,23,23----,1767,12836,G,234327,G,1038361,G
34013,31,31----,586,15789,G,275839,G,1115576,G
34013,42,42----,888,13997,G,307354,G,1273039,G
34013,44,44----,2543,27456,G,320325,G,1302432,G
34013,48,48----,875,33947,H,695758,H,2717704,H
34013,51,51----,345,6631,G,217462,G,779198,G
34013,52,52----,813,15717,G,1316556,J,2764873,H
34013,53,53----,1005,5922,G,88072,G,355202,G
34013,54,54----,2180,20907,G,583268,G,2601300,G
34013,55,55----,65,3199,G,134479,G,497964,G
34013,56,56----,941,17642,G,260382,G,1079944,G
34013,61,61----,364,12665,G,147651,G,607281,G
34013,62,62----,2638,59202,G,869945,G,4013337,G
34013,71,71----,353,5705,G,82460,H,321493,G
34013,72,72----,1808,26502,G,196176,G,830371,G
34013,81,81----,2150,14873,G,155926,G,648322,G
34013,99,99----,43,64,J,478,G,1784,G
34015,TOTAL,------,6298,107864,G,1377892,G,5880101,G
34015,11,11----,4,17,J,152,J,799,J
34015,22,22----,8,177,J,6115,J,22586,J
34015,23,23----,709,8594,H,163430,G,727127,G
34015,31,31----,233,8494,G,148476,G,589813,G
34015,42,42----,313,7736,G,146244,G,612127,G
34015,44,44----,884,24085,H,216839,H,911940,H
34015,48,48----,252,7713,G,96918,G,512094,G
34015,51,51----,72,1178,G,22437,H,80132,G
34015,52,52----,244,1730,H,39645,G,136159,G
34015,53,53----,220,1264,G,22931,G,90907,G
34015,54,54----,510,4240,G,74454,G,313874,G
34015,55,55----,26,459,G,7803,H,40040,H
34015,56,56----,423,6243,G,73086,G,314278,G
34015,61,61----,90,1329,G,9177,G,37179,G
34015,62,62----,850,17318,G,241587,G,1033932,G
34015,71,71----,105,1311,G,6873,G,34665,G
34015,72,72----,605,11152,G,60601,G,248792,G
34015,81,81----,742,4795,G,40642,G,171532,G
34015,99,99----,6,10,J,109,G,594,G
34017,TOTAL,------,14119,253652,G,7306776,G,24238483,G
34017,22,22----,17,1078,J,35352,J,134923,J
34017,23,23----,806,5145,G,100049,G,427369,G
34017,31,31----,331,7750,G,130313,G,486315,G
34017,42,42----,663,16563,G,478883,H,1809082,H
34017,44,44----,2025,22478,G,205171,G,901526,G
34017,48,48----,973,26951,G,416317,G,1641139,G
34017,51,51----,290,7338,G,387796,G,1200028,G
34017,52,52----,698,47792,H,3331037,H,9387153,H
34017,53,53----,729,4981,G,104221,G,403182,G
34017,54,54----,1581,17796,G,493627,G,1987479,G
34017,55,55----,89,7259,H,392716,G,1253510,G
34017,56,56----,566,13763,G,274613,H,951824,H
34017,61,61----,220,10572,H,206173,H,682191,H
34017,62,62----,1626,29710,G,385976,G,1605897,G
34017,71,71----,249,5063,H,135338,H,400896,G
34017,72,72----,1740,22037,G,159039,G,678344,G
34017,81,81----,1491,7335,G,69904,G,286457,G
34017,99,99----,24,36,J,191,G,907,G
34019,TOTAL,------,3672,45700,G,918309,G,3357454,G
34019,11,11----,30,119,G,1124,G,5048,G
34019,21,21----,3,26,H,523,H,2169,H
34019,22,22----,7,85,J,3289,J,12550,J
34019,23,23----,476,5416,G,117525,G,516834,G
34019,31,31----,125,3342,G,55120,G,216478,G
34019,42,42----,158,1272,G,27469,G,129245,G
34019,44,44----,415,6657,G,71234,G,299853,G
34019,48,48----,78,1075,G,13301,G,54719,G
34019,51,51----,51,857,G,36318,H,144447,H
34019,52,52----,174,3804,H,230889,J,574652,J
34019,53,53----,118,570,G,11386,G,34334,G
34019,54,54----,514,3932,G,98967,G,402310,G
34019,55,55----,20,802,H,51034,H,126103,H
34019,56,56----,287,2049,G,24424,G,114599,G
34019,61,61----,55,708,H,5523,G,24563,G
34019,62,62----,392,7924,H,124823,H,504621,H
34019,71,71----,87,1082,G,6330,G,30533,G
34019,72,72----,307,4000,G,22085,G,93671,G
34019,81,81----,368,1975,G,16872,G,70437,G
34019,99,99----,7,5,J,73,H,288,G
34021,TOTAL,------,9683,208192,G,5286547,G,17984465,G
34021,11,11----,4,4,J,57,J,287,H
34021,22,22----,26,1098,H,104554,H,242667,G
34021,23,23----,700,5599,G,119086,G,508955,G
34021,31,31----,219,7486,G,145354,G,581337,G
34021,42,42----,372,18581,H,1106738,H,3480864,H
34021,44,44----,1179,26721,H,238703,H,985638,H
34021,48,48----,230,6305,G,82516,H,352457,G
34021,51,51----,185,3976,G,132108,G,439436,G
34021,52,52----,531,16975,H,974758,G,2412265,G
34021,53,53----,348,2468,G,52512,G,171315,G
34021,54,54----,1540,23721,G,888539,G,3068849,G
34021,55,55----,47,3832,G,179530,G,654041,G
34021,56,56----,691,11026,G,156318,G,593861,G
34021,61,61----,268,24115,H,375680,H,1604497,H
34021,62,62----,1215,30837,G,505215,H,1993716,G
34021,71,71----,170,3130,G,18068,G,80222,G
34021,72,72----,875,13559,G,83899,G,353989,G
34021,81,81----,1075,8758,G,122899,G,459805,G
34021,99,99----,6,1,G,13,J,218,G
34023,TOTAL,------,22314,434143,G,8954994,G,33670719,G
34023,11,11----,6,69,H,989,H,3780,H
34023,21,21----,5,81,G,2651,J,8973,H
34023,22,22----,45,1499,J,64350,J,202715,J
34023,23,23----,1556,16262,G,339632,G,1458756,G
34023,31,31----,654,30224,G,599016,G,2395179,G
34023,42,42----,1541,42652,G,1624317,G,4884291,G
34023,44,44----,2408,51042,H,476578,H,1946422,H
34023,48,48----,1523,48409,G,792362,G,3046008,G
34023,51,51----,402,9427,G,319135,G,1324020,G
34023,52,52----,832,13087,G,599803,G,1742941,G
34023,53,53----,819,6746,H,152018,H,534743,H
34023,54,54----,4122,64899,G,1869095,G,7437868,G
34023,55,55----,126,14602,G,524568,G,2127132,H
34023,56,56----,1294,31912,G,352264,G,1438810,G
34023,61,61----,360,4869,G,39429,G,165867,G
34023,62,62----,2534,54841,G,822570,G,3479364,G
34023,71,71----,257,4550,G,25798,G,109949,G
34023,72,72----,1902,25012,G,156287,G,661686,G
34023,81,81----,1904,13935,G,193991,G,701395,G
34023,99,99----,24,25,J,141,H,820,G
34025,TOTAL,------,19883,257734,G,4141406,G,16632989,G
34025,11,11----,19,73,G,513,H,2781,H
34025,21,21----,7,15,G,402,G,2168,H
34025,22,22----,55,1639,G,53278,G,245668,H
34025,23,23----,2031,17931,G,380236,G,1701354,G
34025,31,31----,421,7796,G,123819,G,511034,G
34025,42,42----,829,8718,G,187719,G,736232,G
34025,44,44----,2518,37590,G,344501,G,1437045,G
34025,48,48----,429,7506,G,80277,G,331311,G
34025,51,51----,327,9093,G,386839,G,1228039,G
34025,52,52----,1125,11528,G,435908,G,1357151,G
34025,53,53----,760,4910,G,99452,G,399074,G
34025,54,54----,2553,21728,G,530583,G,2100711,G
34025,55,55----,77,3092,H,91306,H,323030,H
34025,56,56----,1212,14309,G,181615,G,818876,G
34025,61,61----,370,7610,G,76954,G,330234,G
34025,62,62----,2759,52584,G,819661,G,3522976,G
34025,71,71----,473,7131,G,44159,G,232703,G
34025,72,72----,1959,31332,G,188365,G,859457,G
34025,81,81----,1937,13134,G,115711,G,492297,G
34025,99,99----,22,15,J,108,J,848,G
34027,TOTAL,------,16518,301249,G,8687218,G,29798600,G
34027,11,11----,11,39,H,438,H,1947,H
34027,21,21----,5,99,G,1569,H,8255,G
34027,22,22----,30,581,H,21102,H,79041,H
34027,23,23----,1654,12891,G,273799,G,1190160,G
34027,31,31----,503,15364,G,349617,G,1323474,G
34027,42,42----,926,22948,G,1105488,G,3826233,G
34027,44,44----,1633,29350,G,285896,G,1160129,G
34027,48,48----,436,8647,G,160530,H,563261,H
34027,51,51----,275,5656,G,187096,H,631998,G
34027,52,52----,1006,16584,G,1000435,G,2754730,G
34027,53,53----,704,5682,G,237672,H,664442,H
34027,54,54----,2409,43205,G,1764285,G,6238626,G
34027,55,55----,147,28265,G,1808991,G,5147244,G
34027,56,56----,1271,25414,G,310461,G,1328110,G
34027,61,61----,354,8401,G,90275,G,358704,G
34027,62,62----,1829,40387,G,703105,H,2889835,G
34027,71,71----,311,5076,G,127582,J,571467,H
34027,72,72----,1415,22146,G,146364,G,617326,G
34027,81,81----,1587,10497,G,112409,G,443136,G
34027,99,99----,12,17,J,104,H,482,H
34029,TOTAL,------,15020,172650,G,2026538,G,8774701,G
34029,11,11----,36,109,G,988,H,5421,H
34029,22,22----,25,603,H,19204,H,79570,G
34029,23,23----,1970,10387,G,154484,G,695139,G
34029,31,31----,319,6264,G,96938,G,391659,G
34029,42,42----,560,4672,G,75842,G,315776,G
34029,44,44----,2057,29880,G,276755,G,1175157,G
34029,48,48----,324,4252,G,75827,H,305191,H
34029,51,51----,173,1193,G,21638,G,80190,G
34029,52,52----,557,3631,G,86343,G,307971,G
34029,53,53----,1008,4743,G,67581,G,279149,G
34029,54,54----,1419,9235,G,153785,G,671265,G
34029,55,55----,40,1090,H,16436,H,72724,H
34029,56,56----,950,7121,G,71169,G,387347,G
34029,61,61----,300,9857,G,73618,G,297237,G
34029,62,62----,2025,46591,G,621551,G,2668850,G
34029,71,71----,287,4726,G,30978,G,168462,G
34029,72,72----,1363,18198,G,102455,G,528834,G
34029,81,81----,1587,9997,G,79938,G,339610,G
34029,99,99----,18,38,H,207,H,989,G
34031,TOTAL,------,12406,146956,G,2203034,G,8957977,G
34031,21,21----,3,102,J,7711,J,18278,J
34031,22,22----,14,926,J,33798,J,124147,J
34031,23,23----,1318,9023,G,168521,G,753909,G
34031,31,31----,601,16766,G,329812,G,1359971,G
34031,42,42----,805,11851,G,250296,G,959549,G
34031,44,44----,1840,23043,G,214866,G,904095,G
34031,48,48----,530,6066,G,66248,G,269150,G
34031,51,51----,148,1441,G,31281,G,111392,G
34031,52,52----,536,5359,H,178159,H,607555,H
34031,53,53----,443,2931,G,38906,G,155963,G
34031,54,54----,1003,6253,G,123282,G,512315,G
34031,55,55----,73,1575,G,67486,H,234578,H
34031,56,56----,816,8068,G,102632,G,452350,G
34031,61,61----,152,3406,G,34233,G,138586,G
34031,62,62----,1528,28215,G,390546,G,1659907,G
34031,71,71----,148,1909,G,13463,G,65212,G
34031,72,72----,1098,12329,G,78997,G,328326,G
34031,81,81----,1331,7676,G,72712,G,301780,G
34031,99,99----,18,17,J,85,G,901,G
34033,TOTAL,------,1137,17630,G,298007,G,1144155,G
34033,11,11----,6,34,J,498,J,2462,J
34033,22,22----,10,1932,J,85024,J,271550,J
34033,23,23----,143,1406,G,25834,H,119619,H
34033,31,31----,39,1761,H,40656,H,160384,H
34033,42,42----,41,1586,J,30257,H,119311,H
34033,44,44----,162,2193,H,19706,H,75325,H
34033,48,48----,57,2527,H,26814,H,106978,H
34033,51,51----,13,40,G,589,J,2263,J
34033,52,52----,45,320,G,4615,G,19260,G
34033,53,53----,41,344,G,3915,G,16405,G
34033,54,54----,63,269,G,3919,G,15472,G
34033,56,56----,65,354,G,3932,G,20579,G
34033,61,61----,17,154,J,1676,J,7114,J
34033,62,62----,141,2451,G,37218,G,150972,G
34033,71,71----,17,137,G,743,G,4752,G
34033,72,72----,107,1466,G,7755,G,32219,G
34033,81,81----,167,624,H,4127,G,16481,G
34035,TOTAL,------,9831,188127,G,5159780,G,18142145,G
34035,11,11----,5,12,J,150,H,739,H
34035,21,21----,3,325,J,7540,J,32408,J
34035,22,22----,13,743,J,28003,J,98086,J
34035,23,23----,832,6283,G,123499,G,573333,G
34035,31,31----,244,15084,G,402901,G,1511945,G
34035,42,42----,545,17547,G,653561,H,2477445,H
34035,44,44----,1006,17827,G,197291,G,783397,G
34035,48,48----,262,8772,H,127006,H,453066,H
34035,51,51----,216,12399,G,817795,H,2161940,G
34035,52,52----,512,8700,G,413490,G,1263001,G
34035,53,53----,355,1912,G,38748,G,153167,G
34035,54,54----,1678,29130,G,1106791,G,4102191,G
34035,55,55----,80,9194,H,569371,G,1677489,G
34035,56,56----,716,11146,G,133387,G,564894,G
34035,61,61----,216,4271,G,45801,G,187870,G
34035,62,62----,1262,23715,G,341272,G,1432418,G
34035,71,71----,166,3525,G,22833,G,114120,G
34035,72,72----,829,11792,G,80716,G,346625,G
34035,81,81----,879,5743,G,49508,G,207468,G
34035,99,99----,12,7,J,117,G,543,G
34037,TOTAL,------,3184,32211,G,447471,G,1797163,G
34037,11,11----,7,49,J,374,J,1605,J
34037,21,21----,6,105,J,2342,H,9676,H
34037,22,22----,11,183,H,5630,H,21576,H
34037,23,23----,499,2495,G,43853,G,195157,G
34037,31,31----,98,3220,H,55926,H,241287,H
34037,42,42----,130,1071,G,22019,G,94291,H
34037,44,44----,403,5477,G,47666,G,200031,G
34037,48,48----,80,715,H,8422,H,33018,H
34037,51,51----,23,268,H,4629,H,19714,H
34037,52,52----,106,838,G,20832,G,78293,G
34037,53,53----,70,266,G,3747,G,17436,G
34037,54,54----,322,1612,G,24646,G,99516,G
34037,55,55----,12,1170,H,62931,J,170724,J
34037,56,56----,224,1236,H,13396,H,69649,G
34037,61,61----,45,919,G,8749,G,32676,G
34037,62,62----,380,5428,G,74615,G,295638,G
34037,71,71----,62,668,G,3833,H,23188,H
34037,72,72----,290,4635,G,28101,G,128249,G
34037,81,81----,409,1850,G,15726,G,65155,G
34037,99,99----,7,6,J,34,G,284,G
34039,TOTAL,------,14276,208505,G,4227053,G,15063184,G
34039,21,21----,3,3,G,10,J,89,J
34039,22,22----,28,1389,J,46816,J,165518,J
34039,23,23----,1519,11487,G,250041,G,1108819,G
34039,31,31----,513,13557,G,252108,G,958983,G
34039,42,42----,795,20047,G,766964,H,2396358,H
34039,44,44----,1847,27571,G,256571,G,1028792,G
34039,48,48----,877,17008,G,333776,G,1329768,G
34039,51,51----,155,2575,G,73747,H,252644,G
34039,52,52----,624,5816,G,276355,G,802954,G
34039,53,53----,588,3107,G,52824,G,208942,G
34039,54,54----,1401,16531,G,716776,H,2045851,H
34039,55,55----,68,6032,H,233803,J,779324,J
34039,56,56----,863,13283,G,155966,G,750834,G
34039,61,61----,229,4798,G,44135,G,178314,G
34039,62,62----,1604,35148,G,532561,G,2076138,G
34039,71,71----,204,3362,G,19979,G,92776,G
34039,72,72----,1357,16693,G,109146,G,455989,G
34039,81,81----,1578,10058,G,105015,G,429462,G
34039,99,99----,22,39,H,425,G,1507,H
34041,TOTAL,------,2286,28428,G,375922,G,1550933,G
34041,11,11----,10,20,J,187,H,827,H
34041,21,21----,3,15,J,211,J,1090,J
34041,22,22----,16,192,J,6426,J,23981,J
34041,23,23----,270,1250,G,21662,G,89541,G
34041,31,31----,111,4650,H,93165,H,371977,H
34041,42,42----,84,1395,H,27297,H,108578,H
34041,44,44----,328,5465,G,47666,G,194854,G
34041,48,48----,73,724,G,10757,H,44405,H
34041,51,51----,31,239,H,2898,G,13477,G
34041,52,52----,69,388,H,6831,H,26838,H
34041,53,53----,60,239,H,3047,H,12807,H
34041,54,54----,192,1008,G,16647,G,67508,G
34041,55,55----,4,115,H,2619,H,17306,H
34041,56,56----,139,2241,H,26585,H,114159,H
34041,61,61----,24,858,H,7834,H,31455,H
34041,62,62----,307,5416,G,75892,G,317074,G
34041,71,71----,36,410,G,2156,G,12634,G
34041,72,72----,229,2557,G,13619,G,59914,G
34041,81,81----,297,1245,G,10405,G,42384,G
34041,99,99----,3,1,G,18,J,124,H
35001,TOTAL,------,16349,277465,G,3777251,G,15263298,G
35001,11,11----,7,16,J,225,H,1064,G
35001,21,21----,10,48,J,745,J,3301,J
35001,22,22----,21,1395,G,50841,H,163685,H
35001,23,23----,1534,21223,G,314152,G,1377846,G
35001,31,31----,524,11919,G,180865,G,700475,G
35001,42,42----,704,11614,G,195087,G,769601,G
35001,44,44----,1958,34582,G,320919,G,1307339,G
35001,48,48----,368,11240,G,129345,G,513046,G
35001,51,51----,285,4984,H,87370,H,326695,G
35001,52,52----,935,12491,H,270329,G,953663,G
35001,53,53----,1045,4623,G,57240,G,249794,G
35001,54,54----,2170,35552,H,740186,H,3023796,H
35001,55,55----,104,4609,H,101079,H,398642,H
35001,56,56----,811,14679,G,151422,G,626865,G
35001,61,61----,243,3963,G,36827,G,158496,G
35001,62,62----,2160,51701,G,780878,G,3164258,G
35001,71,71----,271,5321,G,30517,G,140474,G
35001,72,72----,1644,36004,G,216437,G,911736,G
35001,81,81----,1535,11472,G,112538,G,471717,G
35001,99,99----,20,29,H,249,G,805,G
35003,TOTAL,------,74,515,G,4811,H,20232,H
35003,11,11----,3,15,J,169,J,749,J
35003,22,22----,5,22,J,300,J,1038,J
35003,23,23----,9,18,G,129,G,574,G
35003,31,31----,4,25,G,174,G,803,G
35003,44,44----,15,80,G,481,G,1980,G
35003,54,54----,4,64,J,996,J,4004,J
35003,62,62----,5,146,H,657,H,2489,H
35003,71,71----,3,9,J,45,H,154,H
35003,72,72----,7,18,J,58,J,270,H
35003,81,81----,7,22,G,136,H,580,G
35005,TOTAL,------,1342,16093,G,168538,G,683671,G
35005,21,21----,44,346,H,6862,H,27143,H
35005,22,22----,11,128,J,2239,H,8753,H
35005,23,23----,122,1099,G,11813,G,50993,G
35005,31,31----,34,852,H,12658,H,51967,H
35005,42,42----,44,444,G,6065,G,24485,G
35005,44,44----,200,3314,G,27801,G,109347,G
35005,48,48----,73,756,G,10341,G,41469,G
35005,51,51----,21,173,H,1605,H,6538,H
35005,52,52----,89,480,G,8706,H,29677,H
35005,53,53----,65,251,G,2687,G,10940,G
35005,54,54----,93,616,H,10486,G,44106,G
35005,55,55----,9,206,G,2859,H,12357,H
35005,56,56----,55,355,G,3147,G,13708,G
35005,61,61----,7,57,G,331,G,1202,G
35005,62,62----,175,3161,G,39074,H,160916,H
35005,71,71----,24,172,G,732,G,3437,G
35005,72,72----,141,2731,G,13788,G,56727,G
35005,81,81----,132,946,G,7293,G,29674,G
35006,TOTAL,------,288,5250,G,56010,G,231327,G
35006,22,22----,4,93,J,1709,J,7173,J
35006,23,23----,24,217,G,2752,G,11500,G
35006,31,31----,5,36,J,250,J,868,J
35006,42,42----,6,76,J,543,J,3706,J
35006,44,44----,58,911,G,7434,G,28484,G
35006,48,48----,9,32,J,541,G,2197,G
35006,51,51----,8,29,H,416,H,1700,H
35006,52,52----,15,58,J,653,G,2491,G
35006,53,53----,5,15,G,109,H,448,H
35006,54,54----,11,42,H,356,H,1557,H
35006,56,56----,9,239,J,4205,J,16596,J
35006,61,61----,6,280,H,3324,H,14914,H
35006,62,62----,44,1649,G,19796,G,79725,G
35006,71,71----,4,114,J,904,J,3455,J
35006,72,72----,49,1077,H,6581,H,27625,H
35006,81,81----,28,129,G,972,G,3845,G
35007,TOTAL,------,372,3329,G,29795,G,122267,G
35007,21,21----,4,71,J,1156,J,5254,J
35007,22,22----,7,33,J,651,H,2577,H
35007,23,23----,49,150,G,1408,G,5742,G
35007,31,31----,14,147,H,1403,H,6439,G
35007,42,42----,3,10,J,238,J,1044,J
35007,44,44----,74,613,H,4563,H,16970,H
35007,48,48----,6,67,G,694,G,4102,G
35007,51,51----,5,12,G,107,G,435,G
35007,52,52----,22,79,G,1110,G,4001,G
35007,53,53----,19,50,J,587,G,2346,G
35007,54,54----,18,55,J,492,G,2264,G
35007,56,56----,18,163,J,1527,J,5712,J
35007,62,62----,27,465,H,6441,J,26498,H
35007,71,71----,6,12,J,30,G,684,J
35007,72,72----,62,1254,G,8468,G,34193,G
35007,81,81----,36,122,H,794,H,3478,G
35009,TOTAL,------,1018,12666,G,122966,G,495241,G
35009,11,11----,10,57,H,687,G,3336,G
35009,21,21----,3,3,J,40,J,197,H
35009,22,22----,6,111,H,2085,H,8910,H
35009,23,23----,102,754,G,8690,G,39962,G
35009,31,31----,31,848,H,13039,H,43370,H
35009,42,42----,37,392,G,5080,G,20879,G
35009,44,44----,184,2350,G,19259,G,77231,G
35009,48,48----,37,477,G,6050,G,24662,G
35009,51,51----,16,238,H,2943,J,12186,J
35009,52,52----,58,390,G,8203,G,27925,G
35009,53,53----,58,224,G,2286,H,9035,G
35009,54,54----,67,511,H,7717,H,31454,H
35009,55,55----,4,24,J,407,H,1538,H
35009,56,56----,45,326,H,2430,H,10833,H
35009,61,61----,8,85,G,655,G,2561,G
35009,62,62----,117,2884,H,28048,H,116322,H
35009,71,71----,13,73,J,344,H,1612,H
35009,72,72----,108,2257,G,10150,G,42960,G
35009,81,81----,112,658,G,4821,G,20112,G
35011,TOTAL,------,49,232,G,1896,G,7401,G
35011,23,23----,5,21,H,140,H,574,H
35011,44,44----,10,56,H,337,G,1408,G
35011,48,48----,3,5,G,56,H,117,G
35011,51,51----,3,15,J,152,J,592,J
35011,62,62----,3,39,H,551,J,2046,J
35011,72,72----,7,35,G,161,G,530,H
35011,81,81----,8,30,J,151,H,643,H
35013,TOTAL,------,3798,55834,G,564096,G,2302088,G
35013,11,11----,12,62,G,505,G,3660,G
35013,21,21----,4,25,G,254,G,1144,G
35013,22,22----,18,285,H,7218,H,24384,H
35013,23,23----,465,3442,G,37807,G,162922,G
35013,31,31----,118,3319,G,40688,G,180429,G
35013,42,42----,129,1534,G,28276,H,100617,H
35013,44,44----,533,8481,G,67764,G,267639,G
35013,48,48----,141,1881,G,24069,H,90775,G
35013,51,51----,62,402,G,4678,G,19211,G
35013,52,52----,232,1624,G,26339,G,96495,G
35013,53,53----,209,773,G,6607,G,27614,G
35013,54,54----,315,3086,G,53947,G,214708,G
35013,55,55----,9,238,G,3803,G,14932,G
35013,56,56----,160,3037,G,26089,G,107384,G
35013,61,61----,42,623,H,6347,H,29156,H
35013,62,62----,607,16308,G,172224,G,723071,G
35013,71,71----,39,874,H,4709,H,17264,H
35013,72,72----,364,8043,G,39581,G,163162,G
35013,81,81----,334,1793,G,13167,G,57343,G
35013,99,99----,5,4,G,24,H,178,G
35015,TOTAL,------,1551,24234,G,427235,G,1740549,G
35015,11,11----,5,61,J,1056,J,4156,J
35015,21,21----,164,4641,G,143594,G,521729,G
35015,22,22----,15,169,H,3307,H,15634,H
35015,23,23----,149,3033,H,52392,G,241792,G
35015,31,31----,37,1173,G,29263,H,111964,H
35015,42,42----,68,683,G,16423,G,63222,G
35015,44,44----,197,3180,G,30282,G,119850,G
35015,48,48----,118,1347,G,28345,H,113825,H
35015,51,51----,26,240,G,3502,H,14608,H
35015,52,52----,67,500,H,8408,G,38963,G
35015,53,53----,82,554,G,11477,G,47709,G
35015,54,54----,88,552,G,9366,G,41534,G
35015,55,55----,4,102,J,2370,J,10039,J
35015,56,56----,65,1371,H,21941,H,123086,J
35015,61,61----,13,60,J,510,H,2152,J
35015,62,62----,123,2671,H,36851,H,149878,H
35015,71,71----,15,146,G,867,G,3933,G
35015,72,72----,166,2729,G,15829,G,67018,G
35015,81,81----,148,1022,G,11452,G,49434,G
35017,TOTAL,------,533,5976,H,78678,H,285510,H
35017,11,11----,4,7,J,36,J,155,J
35017,21,21----,4,1049,J,33370,J,92979,J
35017,22,22----,5,56,G,981,H,4008,H
35017,23,23----,60,476,H,5436,H,26250,H
35017,31,31----,16,105,J,934,J,4292,J
35017,42,42----,15,127,H,1564,H,6328,H
35017,44,44----,85,1056,G,8260,H,32005,G
35017,48,48----,12,76,H,561,H,2266,H
35017,51,51----,14,70,H,870,H,3479,H
35017,52,52----,28,155,G,2244,G,8334,G
35017,53,53----,24,63,G,534,G,2412,G
35017,54,54----,27,163,G,1808,G,7179,G
35017,55,55----,4,119,H,2191,H,7538,H
35017,56,56----,19,105,G,615,G,2867,G
35017,61,61----,8,145,G,697,H,3022,H
35017,62,62----,70,1081,H,13260,H,59618,H
35017,71,71----,5,20,G,96,H,354,J
35017,72,72----,71,834,G,3618,G,15065,G
35017,81,81----,62,269,G,1603,G,7359,H
35019,TOTAL,------,91,971,H,7779,H,31288,G
35019,22,22----,3,12,J,172,J,671,H
35019,23,23----,7,38,G,252,J,1469,J
35019,44,44----,18,323,G,2559,H,9168,G
35019,48,48----,5,46,G,753,H,2889,H
35019,51,51----,4,20,J,166,J,659,J
35019,52,52----,4,8,J,85,J,296,J
35019,62,62----,11,123,H,1254,H,5656,H
35019,72,72----,25,348,H,1762,G,7331,G
35019,81,81----,8,36,G,501,J,2193,J
35021,TOTAL,------,11,40,H,369,J,1846,H
35021,23,23----,4,13,J,151,J,709,J
35023,TOTAL,------,91,734,G,6582,G,25107,G
35023,23,23----,5,8,J,52,H,168,H
35023,44,44----,24,256,G,2547,G,9180,H
35023,48,48----,7,40,H,764,H,2950,H
35023,51,51----,3,6,G,47,J,225,J
35023,54,54----,6,28,H,413,H,1551,H
35023,62,62----,12,122,G,986,H,4037,H
35023,72,72----,15,210,G,948,G,3559,G
35023,81,81----,5,9,J,57,J,233,H
35025,TOTAL,------,1730,24911,G,397968,G,1647653,G
35025,21,21----,222,5033,G,126683,G,523462,G
35025,22,22----,11,262,H,5840,H,23524,H
35025,23,23----,137,2602,G,43970,G,189773,G
35025,31,31----,30,491,J,13356,J,54809,J
35025,42,42----,99,1239,G,29191,G,115679,G
35025,44,44----,240,3396,G,31319,G,126874,G
35025,48,48----,198,1820,G,38742,G,157988,G
35025,51,51----,30,277,H,3838,H,14462,H
35025,52,52----,69,420,G,5552,H,21308,H
35025,53,53----,77,590,G,10353,G,45903,G
35025,54,54----,79,596,G,7454,G,31862,G
35025,55,55----,3,4,J,85,H,343,H
35025,56,56----,81,1420,G,19396,G,79129,G
35025,61,61----,4,142,J,1222,J,5646,J
35025,62,62----,123,2674,H,33616,H,144379,H
35025,71,71----,13,117,H,596,G,2494,H
35025,72,72----,167,2843,G,16272,G,66435,G
35025,81,81----,146,985,G,10483,G,43582,G
35027,TOTAL,------,695,5538,G,47910,G,204359,G
35027,11,11----,4,8,J,81,H,411,H
35027,22,22----,5,108,J,1959,J,7162,J
35027,23,23----,95,314,G,2943,G,14304,G
35027,31,31----,13,159,J,1126,H,4401,H
